BATSMAN ,BOWLER ,RUNS
Yuvraj Singh ,Kuldeep Yadav ,39
AM Rahane ,AB Agarkar ,39
G Gambhir ,MM Sharma ,39
Gurkeerat Singh ,R Ashwin ,39
AB de Villiers ,A Kumble ,39
AB de Villiers ,PP Ojha ,39
BJ Hodge ,IK Pathan ,39
S Badrinath ,R Sharma ,38
RV Uthappa ,R Bhatia ,38
S Dhawan ,CH Morris ,38
SS Tiwary ,Harbhajan Singh ,38
AB de Villiers ,SK Trivedi ,38
KK Nair ,MC Henriques ,38
M Vijay ,MJ McClenaghan ,38
R Dravid ,PP Chawla ,38
MS Dhoni ,SK Trivedi ,38
WP Saha ,MJ McClenaghan ,38
JH Kallis ,SK Trivedi ,38
MK Pandey ,JA Morkel ,38
AC Gilchrist ,A Mishra ,38
TM Dilshan ,RP Singh ,38
SR Tendulkar ,P Kumar ,38
KD Karthik ,DT Christian ,38
DA Warner ,RA Jadeja ,38
MS Bisla ,DJ Bravo ,38
AD Russell ,VR Aaron ,38
RV Uthappa ,PP Ojha ,38
R Dravid ,YK Pathan ,38
KS Williamson ,A Mishra ,38
MEK Hussey ,I Sharma ,38
V Kohli ,P Awana ,38
Yuvraj Singh ,Imran Tahir ,38
SR Watson ,P Awana ,38
BB McCullum ,Sandeep Sharma ,38
DA Miller ,Harbhajan Singh ,38
BB McCullum ,KV Sharma ,38
KD Karthik ,M Morkel ,38
YK Pathan ,R Sharma ,38
RR Pant ,JP Faulkner ,38
RV Uthappa ,MG Johnson ,38
TM Dilshan ,Pankaj Singh ,38
YK Pathan ,DL Vettori ,38
DJ Hussey ,RP Singh ,38
SPD Smith ,KA Pollard ,38
Yuvraj Singh ,MJ McClenaghan ,38
KA Pollard ,DW Steyn ,38
BB McCullum ,IK Pathan ,38
CH Gayle ,L Balaji ,38
S Badrinath ,JR Hopes ,38
DA Miller ,Imran Tahir ,38
MEK Hussey ,SP Narine ,37
DA Warner ,VR Aaron ,37
S Badrinath ,SL Malinga ,37
SS Tiwary ,AD Mathews ,37
SR Watson ,B Kumar ,37
SK Raina ,AR Patel ,37
DR Smith ,J Suchith ,37
KK Nair ,A Mishra ,37
BB McCullum ,SR Watson ,37
RV Uthappa ,P Awana ,37
JP Faulkner ,MG Johnson ,37
R Dravid ,AB Agarkar ,37
MS Dhoni ,KV Sharma ,37
RA Jadeja ,Harbhajan Singh ,37
RG Sharma ,Joginder Sharma ,37
KM Jadhav ,B Kumar ,37
DR Smith ,JD Unadkat ,37
KA Pollard ,MM Sharma ,37
RG Sharma ,JD Unadkat ,37
MS Dhoni ,LR Shukla ,37
RV Uthappa ,RJ Harris ,37
DA Warner ,A Mishra ,37
SS Iyer ,JP Faulkner ,37
YK Pathan ,A Nehra ,37
KM Jadhav ,R Vinay Kumar ,37
F du Plessis ,CJ Anderson ,37
M Vijay ,MM Patel ,37
CH Gayle ,Shakib Al Hasan ,37
M Vohra ,Rashid Khan ,37
Yuvraj Singh ,PP Chawla ,37
R Dravid ,Z Khan ,37
SE Marsh ,A Kumble ,37
CH Gayle ,MR Marsh ,37
AD Russell ,DJ Bravo ,37
MEK Hussey ,YK Pathan ,37
GJ Maxwell ,R Bhatia ,37
AJ Finch ,MC Henriques ,37
SPD Smith ,R Vinay Kumar ,37
DA Warner ,JJ Bumrah ,37
V Sehwag ,KA Pollard ,37
BB McCullum ,JJ Bumrah ,37
KC Sangakkara ,YK Pathan ,37
KD Karthik ,J Syed Mohammad ,37
G Gambhir ,AB Dinda ,37
RG Sharma ,DW Steyn ,37
V Kohli ,MC Henriques ,37
DPMD Jayawardene ,B Lee ,37
AJ Finch ,Sandeep Sharma ,37
GJ Maxwell ,MJ McClenaghan ,37
AB de Villiers ,MM Patel ,37
R Dravid ,S Nadeem ,37
CH Gayle ,RP Singh ,37
AT Rayudu ,JH Kallis ,37
SR Tendulkar ,RA Jadeja ,37
KK Nair ,BB Sran ,37
RV Uthappa ,RP Singh ,37
RG Sharma ,P Negi ,37
MJ Lumb ,JA Morkel ,36
M Vohra ,BB Sran ,36
DPMD Jayawardene ,Iqbal Abdulla ,36
YK Pathan ,AG Murtaza ,36
YK Pathan ,I Sharma ,36
GJ Maxwell ,P Negi ,36
CH Gayle ,Kamran Khan ,36
DA Warner ,SK Trivedi ,36
DPMD Jayawardene ,P Kumar ,36
KK Nair ,UT Yadav ,36
KC Sangakkara ,AD Mathews ,36
G Gambhir ,AR Patel ,36
S Dhawan ,YS Chahal ,36
S Dhawan ,B Lee ,36
ML Hayden ,DP Nannes ,36
KD Karthik ,SK Warne ,36
V Sehwag ,Joginder Sharma ,36
DJ Bravo ,R Vinay Kumar ,36
JH Kallis ,R Ashwin ,36
AB de Villiers ,JA Morkel ,36
SPD Smith ,MJ McClenaghan ,36
SR Tendulkar ,M Muralitharan ,36
AD Russell ,YS Chahal ,36
MK Pandey ,SL Malinga ,36
SC Ganguly ,DW Steyn ,36
V Kohli ,AB Dinda ,36
RA Jadeja ,Z Khan ,36
BB McCullum ,DP Nannes ,36
RG Sharma ,M Kartik ,36
ML Hayden ,P Kumar ,36
Yuvraj Singh ,TG Southee ,36
ML Hayden ,Z Khan ,36
MK Tiwary ,DW Steyn ,36
F du Plessis ,AR Patel ,36
JH Kallis ,RJ Harris ,36
S Dhawan ,M Muralitharan ,36
MC Henriques ,YS Chahal ,36
JP Duminy ,MA Starc ,36
DA Miller ,DS Kulkarni ,36
CH Gayle ,P Parameswaran ,36
GC Smith ,M Muralitharan ,36
MK Pandey ,MJ McClenaghan ,36
MK Tiwary ,Harbhajan Singh ,36
AB de Villiers ,R Bhatia ,36
AB de Villiers ,JH Kallis ,36
A Symonds ,DW Steyn ,36
SK Raina ,MJ McClenaghan ,36
MS Bisla ,DW Steyn ,36
V Kohli ,KA Pollard ,36
AM Rahane ,P Awana ,36
NV Ojha ,AR Patel ,36
AT Rayudu ,JA Morkel ,36
R Dravid ,M Muralitharan ,35
BJ Hodge ,Harbhajan Singh ,35
AC Gilchrist ,DJ Bravo ,35
SV Samson ,RA Jadeja ,35
Yuvraj Singh ,SP Narine ,35
RA Jadeja ,R Vinay Kumar ,35
PA Patel ,Washington Sundar ,35
SK Raina ,S Sreesanth ,35
DA Miller ,YS Chahal ,35
A Symonds ,S Sreesanth ,35
KK Nair ,PP Ojha ,35
YK Pathan ,WPUJC Vaas ,35
M Vijay ,STR Binny ,35
RV Uthappa ,SK Warne ,35
IK Pathan ,I Sharma ,35
KM Jadhav ,A Mishra ,35
CH Gayle ,GJ Maxwell ,35
WP Saha ,P Kumar ,35
SE Marsh ,JJ van der Wath ,35
SP Narine ,S Aravind ,35
DJ Hussey ,SK Trivedi ,35
KD Karthik ,SK Trivedi ,35
LRPL Taylor ,JA Morkel ,35
KM Jadhav ,P Kumar ,35
Harbhajan Singh ,RP Singh ,35
KD Karthik ,HH Pandya ,35
M Vijay ,B Kumar ,35
R Dravid ,M Kartik ,35
MS Dhoni ,YS Chahal ,35
PA Patel ,I Sharma ,35
G Gambhir ,A Singh ,35
SC Ganguly ,A Mishra ,35
AM Rahane ,Sandeep Sharma ,35
Mandeep Singh ,V Pratap Singh ,35
PA Patel ,AB Agarkar ,35
S Dhawan ,SP Narine ,35
BB McCullum ,AR Patel ,35
MK Pandey ,P Awana ,35
JP Duminy ,Harbhajan Singh ,35
SP Goswami ,R Bhatia ,35
LRPL Taylor ,M Muralitharan ,35
ML Hayden ,DJ Bravo ,35
DA Miller ,RP Singh ,35
A Symonds ,PP Chawla ,35
Q de Kock ,AR Patel ,35
SS Tiwary ,UT Yadav ,35
AT Rayudu ,AR Patel ,35
JP Duminy ,JP Faulkner ,35
DPMD Jayawardene ,Azhar Mahmood ,35
YK Pathan ,VR Aaron ,35
G Gambhir ,BA Bhatt ,35
CH Gayle ,DS Kulkarni ,35
SR Tendulkar ,M Kartik ,35
AT Rayudu ,HV Patel ,35
CJ Anderson ,JP Faulkner ,34
S Badrinath ,AM Nayar ,34
SK Raina ,VR Aaron ,34
MS Dhoni ,A Mithun ,34
AC Gilchrist ,SL Malinga ,34
S Dhawan ,VR Aaron ,34
ST Jayasuriya ,MS Gony ,34
HH Gibbs ,B Lee ,34
DA Warner ,B Lee ,34
V Sehwag ,AA Chavan ,34
RV Uthappa ,JP Duminy ,34
YK Pathan ,Z Khan ,34
KC Sangakkara ,R Vinay Kumar ,34
AJ Finch ,RA Jadeja ,34
KA Pollard ,JP Faulkner ,34
AB de Villiers ,DJG Sammy ,34
DA Warner ,TG Southee ,34
DA Warner ,SR Watson ,34
RV Uthappa ,AN Ahmed ,34
SE Marsh ,SK Trivedi ,34
JH Kallis ,PP Chawla ,34
M Vijay ,IK Pathan ,34
CH Gayle ,Z Khan ,34
JH Kallis ,A Mishra ,34
Yuvraj Singh ,L Balaji ,34
MS Dhoni ,Iqbal Abdulla ,34
NV Ojha ,R Bhatia ,34
MS Dhoni ,M Morkel ,34
CH Gayle ,JD Unadkat ,34
AJ Finch ,IK Pathan ,34
KD Karthik ,Mohammed Shami ,34
AD Russell ,AR Patel ,34
AM Rahane ,I Sharma ,34
BJ Hodge ,M Kartik ,34
S Dhawan ,JD Unadkat ,34
BJ Hodge ,B Lee ,34
AC Gilchrist ,M Muralitharan ,34
SE Marsh ,SL Malinga ,34
RG Sharma ,KV Sharma ,34
CL White ,DS Kulkarni ,34
AB de Villiers ,A Flintoff ,34
NV Ojha ,P Kumar ,34
DR Smith ,CH Morris ,34
F du Plessis ,SB Jakati ,34
M Vijay ,Z Khan ,34
M Vohra ,SR Watson ,34
SK Raina ,S Aravind ,34
PC Valthaty ,JA Morkel ,34
CL White ,R Bhatia ,34
AJ Finch ,UT Yadav ,34
AC Gilchrist ,A Kumble ,34
SR Tendulkar ,AB Agarkar ,34
AM Rahane ,Z Khan ,34
JH Kallis ,BA Bhatt ,34
RS Bopara ,JH Kallis ,34
KD Karthik ,AR Patel ,34
MS Dhoni ,JJ Bumrah ,34
DJ Hussey ,JR Hopes ,34
MK Pandey ,MC Henriques ,34
PA Patel ,JH Kallis ,34
AJ Finch ,JD Unadkat ,33
SE Marsh ,A Nehra ,33
DR Smith ,R Vinay Kumar ,33
R Dravid ,A Nehra ,33
PA Patel ,PP Chawla ,33
DA Warner ,AC Thomas ,33
RS Bopara ,PJ Sangwan ,33
NV Ojha ,M Muralitharan ,33
WP Saha ,S Aravind ,33
AB de Villiers ,S Kaul ,33
V Kohli ,SK Trivedi ,33
RA Jadeja ,RP Singh ,33
CH Gayle ,AB Dinda ,33
WP Saha ,L Balaji ,33
KK Nair ,AB Dinda ,33
JEC Franklin ,L Balaji ,33
MS Dhoni ,UT Yadav ,33
Shakib Al Hasan ,YS Chahal ,33
MS Dhoni ,DS Kulkarni ,33
YK Pathan ,JA Morkel ,33
AB de Villiers ,M Muralitharan ,33
AC Gilchrist ,B Lee ,33
ST Jayasuriya ,VY Mahesh ,33
DJ Hussey ,Gagandeep Singh ,33
V Sehwag ,DW Steyn ,33
BB McCullum ,Shakib Al Hasan ,33
Shakib Al Hasan ,DJ Bravo ,33
V Sehwag ,Pankaj Singh ,33
G Gambhir ,SK Trivedi ,33
SS Tiwary ,SK Raina ,33
RA Jadeja ,SP Narine ,33
S Dhawan ,RA Jadeja ,33
AT Rayudu ,L Balaji ,33
RR Pant ,Mustafizur Rahman ,33
JEC Franklin ,P Kumar ,33
V Sehwag ,MM Sharma ,33
RG Sharma ,JP Faulkner ,33
MS Dhoni ,R Vinay Kumar ,33
AT Rayudu ,UT Yadav ,33
AB de Villiers ,KH Pandya ,33
M Vijay ,PP Chawla ,33
YK Pathan ,Umar Gul ,33
JP Duminy ,PP Chawla ,33
R Dravid ,Yuvraj Singh ,33
V Sehwag ,LJ Wright ,33
KC Sangakkara ,P Kumar ,33
ML Hayden ,S Sreesanth ,33
S Dhawan ,AB Dinda ,33
Yuvraj Singh ,JA Morkel ,33
HH Gibbs ,JH Kallis ,33
V Kohli ,PJ Sangwan ,33
Ishan Kishan ,S Aravind ,33
DJG Sammy ,SR Watson ,33
YK Pathan ,WD Parnell ,33
PA Patel ,RR Powar ,33
JP Duminy ,M Morkel ,33
Mandeep Singh ,JA Morkel ,33
LRPL Taylor ,AB Dinda ,32
R Dravid ,DW Steyn ,32
Yuvraj Singh ,KA Pollard ,32
KA Pollard ,SP Narine ,32
A Mishra ,MM Patel ,32
MC Henriques ,S Kaushik ,32
Mandeep Singh ,L Balaji ,32
SC Ganguly ,SJ Srivastava ,32
DPMD Jayawardene ,YK Pathan ,32
YK Pathan ,P Kumar ,32
R Dravid ,R Sharma ,32
WP Saha ,MC Henriques ,32
NV Ojha ,Z Khan ,32
R Dravid ,UT Yadav ,32
BB McCullum ,KA Pollard ,32
NLTC Perera ,SP Narine ,32
MK Pandey ,S Nadeem ,32
RA Tripathi ,NM Coulter-Nile ,32
SR Watson ,PP Ojha ,32
G Gambhir ,DJ Bravo ,32
JH Kallis ,Bipul Sharma ,32
MS Dhoni ,RE van der Merwe ,32
AJ Finch ,SP Narine ,32
KD Karthik ,SW Tait ,32
RG Sharma ,MF Maharoof ,32
DA Warner ,JH Kallis ,32
RV Uthappa ,DJ Bravo ,32
RV Uthappa ,KV Sharma ,32
RV Uthappa ,MM Patel ,32
YK Pathan ,M Ashwin ,32
BB McCullum ,RP Singh ,32
AD Mathews ,R Bhatia ,32
MEK Hussey ,KA Pollard ,32
SK Raina ,M Morkel ,32
DPMD Jayawardene ,JD Unadkat ,32
KC Sangakkara ,DS Kulkarni ,32
SR Watson ,RP Singh ,32
SK Raina ,Mohammed Shami ,32
AT Rayudu ,JD Unadkat ,32
CL White ,B Kumar ,32
KC Sangakkara ,RG Sharma ,32
V Sehwag ,SR Watson ,32
V Kohli ,AD Russell ,32
S Badrinath ,DS Kulkarni ,32
PA Patel ,Sandeep Sharma ,32
SV Samson ,AB Dinda ,32
PA Patel ,M Morkel ,32
LRPL Taylor ,L Balaji ,32
SE Marsh ,MC Henriques ,32
KD Karthik ,R Sharma ,32
RG Sharma ,MM Patel ,32
Harbhajan Singh ,MM Sharma ,32
BB McCullum ,PP Chawla ,32
SK Raina ,AD Mathews ,32
AC Gilchrist ,AB Dinda ,32
CL White ,SC Ganguly ,32
V Kohli ,A Ashish Reddy ,32
SPD Smith ,KH Pandya ,32
MK Pandey ,RJ Harris ,32
AC Gilchrist ,YK Pathan ,32
ML Hayden ,PJ Sangwan ,32
A Symonds ,SB Jakati ,32
BB McCullum ,SB Jakati ,32
BJ Hodge ,L Balaji ,32
CH Gayle ,UT Yadav ,32
JH Kallis ,SR Watson ,32
MK Pandey ,KA Pollard ,32
HH Gibbs ,Z Khan ,32
AJ Finch ,MG Johnson ,32
NV Ojha ,SP Narine ,32
WP Saha ,KV Sharma ,32
MK Tiwary ,RA Jadeja ,32
MS Dhoni ,JD Unadkat ,32
S Badrinath ,PP Chawla ,31
AT Rayudu ,DW Steyn ,31
KD Karthik ,A Kumble ,31
BB McCullum ,I Sharma ,31
KH Pandya ,DT Christian ,31
DJ Bravo ,R Bhatia ,31
G Gambhir ,AD Mascarenhas ,31
M Vijay ,PP Ojha ,31
AC Gilchrist ,SR Watson ,31
BB McCullum ,P Negi ,31
SE Marsh ,AB Dinda ,31
AT Rayudu ,YS Chahal ,31
ML Hayden ,A Nehra ,31
PA Patel ,P Awana ,31
V Kohli ,PP Ojha ,31
M Vohra ,AB Dinda ,31
JH Kallis ,PJ Sangwan ,31
SR Tendulkar ,BA Bhatt ,31
SK Raina ,Kuldeep Yadav ,31
DR Smith ,SB Jakati ,31
SK Raina ,DJ Hussey ,31
RG Sharma ,P Awana ,31
AJ Finch ,Z Khan ,31
SK Raina ,Shakib Al Hasan ,31
SS Tiwary ,JH Kallis ,31
KK Nair ,HV Patel ,31
Yuvraj Singh ,AR Patel ,31
DA Warner ,KC Cariappa ,31
MEK Hussey ,Z Khan ,31
Yuvraj Singh ,S Nadeem ,31
JP Duminy ,R Bhatia ,31
MK Pandey ,Z Khan ,31
KA Pollard ,P Kumar ,31
DA Warner ,WD Parnell ,31
PA Patel ,YK Pathan ,31
Mandeep Singh ,B Kumar ,31
YK Pathan ,KA Pollard ,31
GJ Bailey ,PP Chawla ,31
DPMD Jayawardene ,M Kartik ,31
MK Pandey ,CJ Anderson ,31
KD Karthik ,SK Raina ,31
DR Smith ,AR Patel ,31
BB McCullum ,SP Narine ,31
SE Marsh ,JR Hopes ,31
Y Venugopal Rao ,SB Jakati ,31
MS Dhoni ,MJ McClenaghan ,31
JP Duminy ,R Ashwin ,31
RV Uthappa ,Imran Tahir ,31
RG Sharma ,B Kumar ,31
F du Plessis ,P Kumar ,31
WP Saha ,B Kumar ,31
F du Plessis ,B Kumar ,31
Mandeep Singh ,JP Faulkner ,31
IK Pathan ,YK Pathan ,31
AD Russell ,SR Watson ,31
DA Warner ,JP Faulkner ,31
DR Smith ,Shakib Al Hasan ,31
G Gambhir ,RA Jadeja ,31
MK Pandey ,Jaskaran Singh ,31
JH Kallis ,A Nehra ,31
G Gambhir ,UT Yadav ,31
CL White ,RA Jadeja ,31
MK Tiwary ,J Botha ,31
MS Dhoni ,VRV Singh ,31
S Badrinath ,YK Pathan ,31
HM Amla ,YS Chahal ,31
S Dhawan ,Mohammed Shami ,31
TL Suman ,SK Raina ,31
M Vijay ,DL Vettori ,31
ST Jayasuriya ,R Vinay Kumar ,31
KC Sangakkara ,DJ Hussey ,31
RV Uthappa ,YS Chahal ,31
MS Bisla ,JA Morkel ,31
DPMD Jayawardene ,SK Trivedi ,31
Yuvraj Singh ,A Kumble ,31
AM Rahane ,AR Patel ,31
MK Tiwary ,WD Parnell ,31
CH Gayle ,P Negi ,31
WP Saha ,JP Faulkner ,30
KP Pietersen ,AR Patel ,30
AJ Finch ,LR Shukla ,30
M Vijay ,SL Malinga ,30
DR Smith ,Sandeep Sharma ,30
AB de Villiers ,DR Smith ,30
RV Uthappa ,JP Faulkner ,30
R Dravid ,B Kumar ,30
NV Ojha ,RR Powar ,30
AP Tare ,JP Faulkner ,30
RA Jadeja ,IK Pathan ,30
RV Uthappa ,IK Pathan ,30
BJ Hodge ,SB Jakati ,30
F du Plessis ,Ankit Sharma ,30
AT Rayudu ,Shakib Al Hasan ,30
DJ Bravo ,RE van der Merwe ,30
DA Warner ,J Botha ,30
SR Tendulkar ,Iqbal Abdulla ,30
S Dhawan ,I Sharma ,30
DA Warner ,Mohammed Shami ,30
RA Jadeja ,S Sreesanth ,30
MK Pandey ,JJ Bumrah ,30
AM Rahane ,KH Pandya ,30
S Badrinath ,DJ Bravo ,30
IK Pathan ,MS Gony ,30
HH Pandya ,AB Dinda ,30
MS Dhoni ,RA Jadeja ,30
SK Raina ,MM Sharma ,30
Q de Kock ,AB Dinda ,30
S Dhawan ,VS Malik ,30
JP Duminy ,JH Kallis ,30
DB Ravi Teja ,PP Chawla ,30
DR Smith ,R Bhatia ,30
BB McCullum ,R Bhatia ,30
V Kohli ,HH Pandya ,30
MK Tiwary ,SB Jakati ,30
JP Duminy ,A Singh ,30
SV Samson ,P Kumar ,30
JP Duminy ,MM Sharma ,30
JH Kallis ,YA Abdulla ,30
MK Tiwary ,JJ Bumrah ,30
AJ Finch ,Harbhajan Singh ,30
DB Ravi Teja ,L Balaji ,30
AB de Villiers ,Shakib Al Hasan ,30
RS Bopara ,A Kumble ,30
RA Jadeja ,B Kumar ,30
JH Kallis ,MS Gony ,30
V Sehwag ,B Lee ,30
MEK Hussey ,M Morkel ,30
R Dravid ,VRV Singh ,30
MEK Hussey ,SR Watson ,30
CH Gayle ,RS Bopara ,30
R Dravid ,P Kumar ,30
Q de Kock ,P Kumar ,30
AM Rahane ,VR Aaron ,30
JP Duminy ,KA Pollard ,30
M Vohra ,UT Yadav ,30
V Kohli ,A Zampa ,30
HH Gibbs ,R Vinay Kumar ,30
HH Gibbs ,PP Chawla ,30
MS Dhoni ,S Kaul ,30
GJ Bailey ,JP Faulkner ,30
MEK Hussey ,MG Johnson ,30
R Dravid ,SB Jakati ,30
R Dravid ,KA Pollard ,30
KA Pollard ,Imran Tahir ,30
MEK Hussey ,MM Patel ,30
RG Sharma ,L Balaji ,30
WP Saha ,DJ Bravo ,30
DA Miller ,R Vinay Kumar ,30
JD Ryder ,IK Pathan ,30
RA Jadeja ,A Mishra ,30
BA Stokes ,Basil Thampi ,30
DA Miller ,DJ Bravo ,30
AC Gilchrist ,M Morkel ,30
DJ Hussey ,Harbhajan Singh ,30
V Kohli ,Yuvraj Singh ,30
G Gambhir ,S Kaul ,30
V Sehwag ,JD Ryder ,30
LRPL Taylor ,SB Jakati ,30
GJ Maxwell ,SP Narine ,30
F du Plessis ,MJ McClenaghan ,30
MEK Hussey ,KK Cooper ,30
RV Uthappa ,BB Sran ,30
LMP Simmons ,VR Aaron ,30
KP Pietersen ,Kamran Khan ,30
M Vijay ,TG Southee ,30
R Dravid ,A Symonds ,30
KA Pollard ,R Bhatia ,30
JA Morkel ,MM Patel ,30
AJ Finch ,PP Ojha ,30
KP Pietersen ,A Mishra ,30
SPD Smith ,SP Narine ,30
MS Bisla ,JH Kallis ,30
BJ Hodge ,Z Khan ,29
AT Rayudu ,A Nehra ,29
YV Takawale ,SR Watson ,29
BB McCullum ,SK Raina ,29
F du Plessis ,M Kartik ,29
BB McCullum ,R Ashwin ,29
V Kohli ,JH Kallis ,29
SK Raina ,DL Vettori ,29
M Vohra ,SP Narine ,29
DA Warner ,CK Langeveldt ,29
AT Rayudu ,M Morkel ,29
TM Dilshan ,RR Powar ,29
SA Yadav ,Harbhajan Singh ,29
AM Rahane ,JJ Bumrah ,29
AM Nayar ,R Vinay Kumar ,29
WP Saha ,MS Gony ,29
AJ Finch ,S Nadeem ,29
IK Pathan ,A Mishra ,29
AC Blizzard ,M Morkel ,29
IK Pathan ,R Ashwin ,29
GC Smith ,L Balaji ,29
Mandeep Singh ,R Sharma ,29
V Sehwag ,DT Christian ,29
A Symonds ,JH Kallis ,29
AD Mathews ,JP Faulkner ,29
DR Smith ,SR Watson ,29
KP Pietersen ,R Sharma ,29
SC Ganguly ,JP Duminy ,29
SS Tiwary ,PJ Sangwan ,29
Shakib Al Hasan ,DS Kulkarni ,29
V Sehwag ,IC Pandey ,29
SR Watson ,AD Russell ,29
AT Rayudu ,R Vinay Kumar ,29
M Vijay ,A Nehra ,29
G Gambhir ,BB Sran ,29
AM Rahane ,R Sharma ,29
AB de Villiers ,UT Yadav ,29
LRPL Taylor ,AB Agarkar ,29
KK Nair ,S Kaul ,29
AB de Villiers ,KV Sharma ,29
EJG Morgan ,A Mishra ,29
AJ Finch ,Shakib Al Hasan ,29
SPD Smith ,JJ Bumrah ,29
SE Marsh ,DJ Bravo ,29
Mandeep Singh ,R Vinay Kumar ,29
RA Tripathi ,Kuldeep Yadav ,29
KC Sangakkara ,Y Venugopal Rao ,29
MA Agarwal ,JA Morkel ,29
M Vijay ,SK Trivedi ,29
MEK Hussey ,J Botha ,29
AT Rayudu ,A Kumble ,29
RG Sharma ,CH Morris ,29
SR Tendulkar ,SR Watson ,29
AT Rayudu ,B Kumar ,29
S Dhawan ,SK Raina ,29
CJ Anderson ,SK Raina ,29
S Badrinath ,IK Pathan ,29
V Sehwag ,ST Jayasuriya ,29
SPD Smith ,MC Henriques ,29
JP Duminy ,RR Powar ,29
MK Pandey ,L Balaji ,29
KD Karthik ,Sandeep Sharma ,29
ML Hayden ,YK Pathan ,29
YK Pathan ,MM Sharma ,29
J Botha ,PP Ojha ,29
S Dhawan ,JO Holder ,29
NV Ojha ,SJ Srivastava ,29
RG Sharma ,Z Khan ,29
Harbhajan Singh ,Anureet Singh ,29
YK Pathan ,CH Morris ,29
MV Boucher ,A Nehra ,29
DJ Bravo ,S Sreesanth ,29
Mandeep Singh ,A Nehra ,29
JP Duminy ,RS Bopara ,29
KD Karthik ,JD Unadkat ,29
S Badrinath ,MM Patel ,29
DJ Bravo ,SL Malinga ,29
KS Williamson ,NM Coulter-Nile ,29
RG Sharma ,A Singh ,29
KA Pollard ,R Ashwin ,29
DPMD Jayawardene ,JA Morkel ,29
BJ Hodge ,JH Kallis ,29
SE Marsh ,DS Kulkarni ,29
MK Tiwary ,KK Cooper ,29
AJ Finch ,R Bhatia ,29
SV Samson ,NM Coulter-Nile ,29
JA Morkel ,DJ Bravo ,29
AM Rahane ,PP Ojha ,29
M Vijay ,SW Tait ,29
BB McCullum ,B Kumar ,29
KC Sangakkara ,KA Pollard ,29
EJG Morgan ,SR Watson ,29
G Gambhir ,Imran Tahir ,28
SPD Smith ,S Badree ,28
DPMD Jayawardene ,MM Patel ,28
SS Iyer ,AD Russell ,28
V Sehwag ,WPUJC Vaas ,28
DA Miller ,PV Tambe ,28
S Badrinath ,PP Ojha ,28
SE Marsh ,SB Jakati ,28
DA Warner ,TP Sudhindra ,28
MC Henriques ,P Kumar ,28
Azhar Mahmood ,R Vinay Kumar ,28
PA Patel ,JD Unadkat ,28
TM Dilshan ,Shoaib Ahmed ,28
CJ Anderson ,PV Tambe ,28
KD Karthik ,STR Binny ,28
DA Warner ,SW Tait ,28
M Vohra ,Shakib Al Hasan ,28
RV Uthappa ,MA Starc ,28
J Botha ,A Mishra ,28
JA Morkel ,RP Singh ,28
SC Ganguly ,JH Kallis ,28
G Gambhir ,M Morkel ,28
M Vijay ,R Ashwin ,28
JD Ryder ,Z Khan ,28
SK Raina ,VRV Singh ,28
BA Stokes ,DR Smith ,28
G Gambhir ,JH Kallis ,28
KA Pollard ,Sandeep Sharma ,28
JA Morkel ,V Kohli ,28
YK Pathan ,S Aravind ,28
EJG Morgan ,RP Singh ,28
CH Gayle ,Mohammed Shami ,28
KC Sangakkara ,Umar Gul ,28
PA Patel ,SN Thakur ,28
YK Pathan ,Imran Tahir ,28
DA Warner ,MC Henriques ,28
CH Gayle ,AN Ahmed ,28
MEK Hussey ,RP Singh ,28
KK Nair ,D Wiese ,28
CH Gayle ,AJ Finch ,28
AT Rayudu ,AB Dinda ,28
STR Binny ,PP Ojha ,28
NV Ojha ,R Vinay Kumar ,28
RG Sharma ,SB Jakati ,28
Yuvraj Singh ,DL Vettori ,28
GJ Maxwell ,RA Jadeja ,28
AT Rayudu ,MC Henriques ,28
MK Tiwary ,YS Chahal ,28
KM Jadhav ,Z Khan ,28
DJG Sammy ,KK Cooper ,28
BB McCullum ,A Nehra ,28
KA Pollard ,S Aravind ,28
KL Rahul ,DS Kulkarni ,28
S Dhawan ,P Parameswaran ,28
DR Smith ,JJ Bumrah ,28
SS Iyer ,DS Kulkarni ,28
Yuvraj Singh ,K Rabada ,28
RG Sharma ,I Sharma ,28
DPMD Jayawardene ,R Ashwin ,28
AJ Finch ,YS Chahal ,28
JD Ryder ,S Nadeem ,28
Yuvraj Singh ,PP Ojha ,28
S Badrinath ,VRV Singh ,28
HH Gibbs ,Harbhajan Singh ,28
NV Ojha ,Sandeep Sharma ,28
RG Sharma ,RE van der Merwe ,28
DA Miller ,LJ Wright ,28
HH Gibbs ,M Kartik ,28
S Badrinath ,R McLaren ,28
AB de Villiers ,MG Neser ,28
DJ Bravo ,SR Watson ,28
RG Sharma ,DJ Hussey ,28
S Badrinath ,BA Bhatt ,28
ML Hayden ,AM Salvi ,28
Q de Kock ,Parvez Rasool ,28
HH Gibbs ,S Sreesanth ,28
AC Gilchrist ,SK Trivedi ,28
SE Marsh ,S Kaul ,28
KP Pietersen ,JP Duminy ,28
SK Raina ,CH Gayle ,28
YK Pathan ,SB Jakati ,28
SPD Smith ,JP Faulkner ,28
AB de Villiers ,Z Khan ,28
DA Miller ,AB Dinda ,28
DPMD Jayawardene ,MF Maharoof ,28
CA Lynn ,DS Kulkarni ,28
RV Uthappa ,M Kartik ,28
DA Warner ,P Awana ,28
BB Samantray ,KK Cooper ,28
